File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tlh.js,"translate(number, withoutSuffix, string, isFuture)",16,16,9,7,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tlh.js,numberAsNoun(number),15,15,9,4,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uk.js,"plural(word, num)",3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uk.js,"relativeTimeWithPlural(number, withoutSuffix, key)",18,18,9,4,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uk.js,"weekdaysCaseReplace(m, format)",17,15,7,3,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uk.js,processHoursFunction(str),4,4,4,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms\index.js,"function(val, options)",12,12,9,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms\index.js,parse(str),51,51,17,10,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms\index.js,fmtShort(ms),14,14,10,9,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms\index.js,fmtLong(ms),6,6,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms\index.js,"plural(ms, n, name)",8,8,6,4,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,MuteStream(opts),13,9,2,0,1,0,3,28,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,function(),2,2,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,setIsTTY(isTTY),7,7,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,function(),2,2,1,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,function(),2,2,1,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,function(c),17,17,5,5,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,function(c),10,10,4,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,proxy(fn),5,5,2,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,PassThrough(),3,3,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,function(t),21,20,3,0,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,function(t),22,20,3,0,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,function(t),39,36,1,0,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,function(t),17,17,3,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,function(t),26,23,3,0,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,function(t),29,25,3,0,3,0,1,10,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\natural-compare\index.js,"function(a, b)",38,33,6,8,5,4,0,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ncp\lib\ncp.js,"ncp(source, dest, options, callback)",252,226,163,61,22,2,4,42,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,Negotiator(request),6,5,4,2,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,charset(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,charsets(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,encoding(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,encodings(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,language(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,languages(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,mediaType(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,mediaTypes(available),3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,loadModule(moduleName),29,23,16,8,4,0,2,13,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,parseAcceptCharset(accept),15,10,8,3,4,0,1,2,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,"parseCharset(str, i)",22,20,13,6,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,"getCharsetPriority(charset, accepted, index)",12,9,8,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,"specify(charset, spec, index)",14,13,6,3,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,"preferredCharsets(accept, provided)",20,14,10,5,3,0,3,18,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,"compareSpecs(a, b)",2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,getFullCharset(spec),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,isQuality(spec),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,parseAcceptEncoding(accept),31,21,15,4,5,0,5,26,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,"parseEncoding(str, i)",22,20,14,6,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,"getEncodingPriority(encoding, accepted, index)",12,9,8,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,"specify(encoding, spec, index)",14,13,6,3,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,"preferredEncodings(accept, provided)",19,14,10,5,3,0,2,10,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,"compareSpecs(a, b)",2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,getFullEncoding(spec),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,isQuality(spec),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,parseAcceptLanguage(accept),15,10,8,3,4,0,1,2,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,"parseLanguage(str, i)",26,22,12,6,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,"getLanguagePriority(language, accepted, index)",12,9,8,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,"specify(language, spec, index)",20,19,11,4,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,"preferredLanguages(accept, provided)",20,14,10,5,3,0,3,18,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,"compareSpecs(a, b)",2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,getFullLanguage(spec),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,isQuality(spec),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\mediaType.js,parseAccept(accept),15,10,8,3,4,0,1,2,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\mediaType.js,"parseMediaType(str, i)",39,30,20,7,7,0,2,7,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\mediaType.js,"getMediaTypePriority(type, accepted, index)",12,9,8,3,3,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\mediaType.js,"specify(type, spec, index)",37,32,18,11,5,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick\index.js,function(fn),3,3,3,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick\index.js,function(Observer),35,35,32,8,0,1,0,11,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick\test\index.js,"function(t, a, d)",19,18,21,0,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\extract_description.js,extractDescription(d),10,8,5,5,0,0,2,15,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,isValidScopedPackageName(spec),9,7,1,3,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,isCorrectlyEncodedName(spec),3,3,1,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,"ensureValidName(name, strict, allowLegacyCase)",8,8,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,"modifyPeople(data, fn)",7,7,3,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,unParsePerson(person),8,8,1,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,parsePerson(person),10,10,4,5,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,"addOptionalDepsToDeps(data, warn)",8,8,4,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,"depObjectify(deps, type, warn)",19,19,6,5,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,"objectifyDeps(data, warn)",5,5,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,"bugsTypos(bugs, warn)",9,9,3,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\make_warning.js,function(),11,11,3,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\make_warning.js,"makeTypoWarning(providedName, probableName, field)",6,6,2,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\normalize.js,ucFirst(string),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\safe_format.js,function(),6,6,2,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\number-is-nan\index.js,function(x),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-assign\index.js,toObject(val),6,5,4,2,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-assign\index.js,shouldUseNative(),42,32,28,12,5,1,5,28,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-assign\index.js,"function(target, source)",25,21,15,7,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\index.js,'toString'); var hasProtoEnumBug = isEnumerable.call(function(),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\index.js,keys(object),40,35,25,11,5,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\index.js,shimObjectKeys(),20,19,16,7,0,0,1,3,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\isArguments.js,isArguments(value),12,12,6,2,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\hasSymbols.js,hasSymbols(),36,23,23,14,9,0,4,24,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\implementation.js,function(obj),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\implementation.js,"assign(target, source1)",26,26,20,8,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\polyfill.js,function(),18,16,15,5,0,0,2,24,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\polyfill.js,function(),13,11,10,4,0,0,2,23,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\polyfill.js,getPolyfill(),11,11,8,7,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\shim.js,shimAssign(),8,8,7,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\native.js,f(),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\shimmed.js,f(),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\tests.js,"function(assign, t)",218,192,232,6,26,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,function(fn),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,"onFinished(msg, listener)",10,7,2,3,2,0,1,6,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,isFinished(msg),15,9,3,5,3,0,3,4,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,"attachFinishedListener(msg, callback)",40,25,5,5,9,0,6,24,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,"attachListener(msg, listener)",10,7,2,1,2,0,1,7,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,createListener(msg),16,12,3,4,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,"patchAssignSocket(res, callback)",10,7,2,1,2,0,1,6,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\once\once.js,onceStrict(fn),11,11,2,3,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\onetime\index.js,"function(fn, errMsg)",29,22,19,6,7,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\communication.js,Communication(options),8,6,6,0,2,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\communication.js,_initialiseProps(),350,299,221,26,30,2,21,138,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\core.js,function(obj),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\core.js,function(obj),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\core.js,"_classCallCheck(instance, Constructor)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\core.js,validateCredentials(),9,8,7,1,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\core.js,AccCore(options),37,24,24,1,8,0,5,15,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\errors.js,"_classCallCheck(instance, Constructor)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\errors.js,"_possibleConstructorReturn(self, call)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\errors.js,"_inherits(subClass, superClass)",1,1,4,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\errors.js,function(_Error),13,9,8,2,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\logging.js,"_classCallCheck(instance, Constructor)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\logging.js,message(messageText),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\logging.js,"Analytics(source, sessionId, connectionId, apikey)",18,14,8,1,4,1,0,6,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\logging.js,_initialiseProps(),24,23,14,1,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\state.js,State(),243,216,150,10,19,1,8,34,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\util.js,"path(props, obj)",33,29,23,6,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\util.js,"pathOr(d, props, obj)",3,3,3,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\util.js,properCase(text),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\errors.js,"_classCallCheck(instance, Constructor)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\errors.js,"_possibleConstructorReturn(self, call)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\errors.js,"_inherits(subClass, superClass)",1,1,4,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\errors.js,function(_Error),13,9,8,2,4,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\logging.js,message(messageText),2,2,2,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,function(obj),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,function(obj),1,1,1,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,function(),1,1,4,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,"_classCallCheck(instance, Constructor)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,validateCredentials(),10,9,9,2,1,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,"initPublisher(element, properties)",6,6,6,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,"bindListener(target, context, event, callback)",6,6,5,1,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,"bindListeners(target, context, listeners)",18,13,12,2,1,0,4,16,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,function(),385,212,165,18,57,1,116,557,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\state.js,function(),1,1,4,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\state.js,"_classCallCheck(instance, Constructor)",1,1,2,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\state.js,function(),197,137,117,9,29,0,31,114,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist\opentok-annotation.min.js,"drawPoints=function(ctx,points)",1,1,11,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist\opentok-annotation.min.js,scaleForPoints=function(points),1,1,7,0,0,0,0,0,
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist\opentok-annotation.min.js,"drawIncoming=function(update,resizeEvent,index)",1,1,8,0,0,0,0,0,
