File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\axios\lib\helpers\parseHeaders.js,38,18,18,3,7,0,13,48,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\axios\lib\helpers\spread.js,28,6,6,2,2,0,20,75,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\babel-code-frame\lib\index.js,141,109,85,28,32,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\balanced-match\index.js,60,49,36,10,11,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\body-parser\index.js,158,69,16,15,29,0,60,150,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\body-parser\lib\read.js,182,114,23,18,25,0,43,124,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\body-parser\lib\types\json.js,233,122,33,27,39,2,72,251,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\body-parser\lib\types\raw.js,102,54,12,13,20,0,28,77,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\body-parser\lib\types\text.js,122,64,15,15,23,0,35,96,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\body-parser\lib\types\urlencoded.js,285,164,39,42,53,0,68,206,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\brace-expansion\index.js,202,155,115,44,33,0,14,128,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\buffer-from\index.js,70,53,13,17,17,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\buffer-from\test.js,13,8,0,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\builtin-modules\index.js,11,8,4,1,3,1,0,5,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\builtin-modules\static.js,3,2,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\bytes\index.js,160,75,57,18,27,0,58,211,6,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\caller-path\index.js,7,5,5,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\callsites\index.js,9,8,9,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\chalk\index.js,117,78,69,14,25,0,14,139,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\circular-json\build\circular-json.js,2,1,11,0,0,0,1,7,1,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\circular-json\build\circular-json.max.js,189,130,66,29,11,1,48,365,22,169
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\circular-json\build\circular-json.node.js,185,126,64,28,11,1,48,365,22,169
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\cli-cursor\index.js,27,22,20,2,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\cli-width\index.js,50,41,30,14,9,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\co\index.js,238,100,81,31,33,0,105,326,3,5
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\code-point-at\index.js,33,23,18,8,9,0,1,4,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\concat-map\index.js,14,12,11,4,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\concat-map\example\map.js,7,6,6,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\concat-map\test\map.js,40,35,36,3,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\concat-stream\index.js,145,125,38,37,20,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\contains-path\index.js,34,19,15,4,9,0,6,10,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\content-disposition\index.js,446,173,43,39,89,2,184,779,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\content-type\index.js,223,101,23,24,44,0,78,310,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\cookie\index.js,196,101,74,28,38,0,57,207,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\cookie-signature\index.js,52,20,14,7,9,0,23,67,3,5
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\core-util-is\test.js,69,52,58,0,17,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\core-util-is\lib\util.js,108,68,47,17,18,1,22,191,22,189
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\d\auto-bind.js,33,28,21,5,5,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\d\index.js,64,57,50,7,7,2,0,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\d\lazy.js,118,108,83,23,5,0,5,51,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\d\test\auto-bind.js,13,9,10,0,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\d\test\index.js,183,171,174,1,12,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\d\test\lazy.js,83,67,69,0,16,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\damerau-levenshtein\index.js,73,48,31,16,14,5,11,64,2,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\damerau-levenshtein\test\test.js,169,146,92,0,23,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\karma.conf.js,71,7,0,0,6,1,58,181,2,11
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\node.js,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\src\browser.js,186,86,54,17,29,0,71,314,5,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\src\debug.js,203,99,82,22,39,2,65,254,6,26
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\src\index.js,11,5,4,1,2,0,4,18,4,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\src\inspector-log.js,16,9,9,0,3,0,4,14,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\debug\src\node.js,249,120,92,21,48,1,81,355,3,5
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\deep-is\index.js,103,69,50,30,13,1,21,174,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\deep-is\example\cmp.js,12,11,6,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\deep-is\test\cmp.js,24,20,18,0,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\deep-is\test\NaN.js,17,13,13,0,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\deep-is\test\neg-vs-pos-0.js,16,11,11,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\define-properties\index.js,57,46,41,7,9,1,2,13,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\define-properties\test\index.js,127,110,83,3,17,1,0,5,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\del\index.js,74,56,51,13,18,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\depd\index.js,523,306,69,67,120,6,97,311,8,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\depd\lib\browser\index.js,78,35,9,7,18,0,25,86,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\depd\lib\compat\callsite-tostring.js,104,66,19,13,21,0,17,46,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\depd\lib\compat\event-listener-count.js,23,5,1,1,6,0,12,36,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\depd\lib\compat\index.js,80,39,9,5,20,0,21,48,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\destroy\index.js,76,28,8,9,17,0,31,72,5,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\doctrine\lib\doctrine.js,900,677,457,177,123,26,100,457,6,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\doctrine\lib\typed.js,1306,996,660,241,169,56,141,521,7,28
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\doctrine\lib\utility.js,36,22,21,1,9,0,5,19,4,11
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ee-first\index.js,96,52,11,9,21,0,23,74,5,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\emoji-regex\index.js,8,5,4,1,2,0,1,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\emoji-regex\text.js,8,5,4,1,2,0,1,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\emoji-regex\es2015\index.js,8,5,661,1,2,0,1,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\emoji-regex\es2015\text.js,8,5,661,1,2,0,1,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\encodeurl\index.js,61,10,1,1,12,0,39,183,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\error-ex\index.js,134,102,79,25,30,0,2,13,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\es2015.js,656,483,349,155,77,7,96,280,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\es2016.js,17,12,11,2,4,0,1,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\es2017.js,26,21,18,5,5,1,0,3,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\es5.js,237,198,132,71,28,2,11,22,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\es6.js,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\es7.js,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\index.js,23,18,12,0,5,1,0,5,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\helpers\assign.js,13,12,9,5,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\helpers\isFinite.js,4,2,4,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\helpers\isNaN.js,4,3,3,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\helpers\isPrimitive.js,4,3,3,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\helpers\mod.js,5,4,4,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\helpers\sign.js,4,3,3,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\operations\2015.js,77,75,3,0,2,72,0,72,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\operations\2016.js,78,76,3,0,2,73,0,73,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\operations\2017.js,79,77,3,0,2,74,0,74,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\operations\es5.js,11,9,3,0,2,6,0,6,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\diffOps.js,25,20,19,3,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\es2015.js,12,5,5,0,5,0,2,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\es2016.js,12,5,5,0,5,0,2,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\es2017.js,12,5,5,0,5,0,2,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\es5.js,416,363,365,5,53,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\es6.js,19,14,14,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\es7.js,19,14,14,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\index.js,27,21,21,0,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\tests.js,1564,1320,1198,13,243,1,1,15,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-abstract\test\helpers\values.js,54,50,43,0,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\es5.js,38,29,23,8,7,0,2,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\es6.js,75,67,52,20,7,0,1,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\index.js,15,11,12,1,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\helpers\isPrimitive.js,4,3,3,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\test\es5.js,81,66,97,0,15,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\test\es6.js,132,107,151,0,25,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es-to-primitive\test\index.js,18,13,13,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\global.js,6,3,3,1,2,0,1,4,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\index.js,23,20,3,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\optional-chaining.js,13,8,8,2,4,1,1,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\safe-to-string.js,13,10,9,3,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\to-short-string-representation.js,17,11,11,3,4,0,2,8,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\generate.js,19,14,11,3,5,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\index.js,12,10,3,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\is-plain-array.js,12,9,9,3,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\to-array.js,10,6,5,1,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\valid-array.js,9,6,6,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\_is-extensible.js,14,10,10,4,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\_sub-array-dummy-safe.js,26,21,17,4,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\_sub-array-dummy.js,21,17,14,2,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\binary-search.js,29,21,17,5,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\clear.js,13,6,6,1,4,0,3,6,3,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\compact.js,14,8,8,2,5,0,1,3,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\contains.js,8,5,5,1,3,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\diff.js,14,11,9,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\e-index-of.js,29,24,16,6,5,2,0,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\e-last-index-of.js,32,26,17,7,5,2,1,6,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\exclusion.js,32,29,19,4,3,1,0,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\first-index.js,16,13,10,4,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\first.js,10,7,7,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\flatten.js,41,34,26,7,4,0,3,8,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\for-each-right.js,20,15,10,2,5,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\group.js,29,21,14,2,6,1,2,7,2,5
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\index.js,42,40,3,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\indexes-of.js,13,10,9,2,3,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\intersection.js,22,19,14,4,3,1,0,1,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\is-copy.js,22,19,14,6,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\is-empty.js,9,6,5,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\is-uniq.js,15,10,8,2,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\last-index.js,16,13,10,4,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\last.js,10,7,7,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\remove.js,18,14,8,1,3,1,1,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\separate.js,13,10,10,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\some-right.js,22,18,12,4,4,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\uniq.js,16,10,8,2,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\_compare-by-length.js,10,5,5,1,4,0,1,9,1,9
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\@@iterator\implement.js,11,9,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\@@iterator\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\@@iterator\is-implemented.js,17,14,14,7,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\@@iterator\shim.js,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\concat\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\concat\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\concat\is-implemented.js,8,5,5,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\concat\shim.js,49,44,33,10,4,1,1,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\copy-within\implement.js,11,9,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\copy-within\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\copy-within\is-implemented.js,8,6,6,2,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\copy-within\shim.js,46,38,24,4,7,1,1,5,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\entries\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\entries\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\entries\is-implemented.js,16,14,14,8,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\entries\shim.js,7,5,5,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\fill\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\fill\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\fill\is-implemented.js,8,6,6,2,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\fill\shim.js,26,19,10,2,6,1,1,6,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\filter\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\filter\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\filter\is-implemented.js,12,8,7,2,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\filter\shim.js,24,21,15,4,3,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find\is-implemented.js,12,9,9,3,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find\shim.js,10,6,6,1,3,1,1,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find-index\implement.js,10,8,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find-index\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find-index\is-implemented.js,12,9,9,3,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\find-index\shim.js,27,23,13,5,4,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\keys\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\keys\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\keys\is-implemented.js,15,13,13,7,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\keys\shim.js,7,5,5,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\map\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\map\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\map\is-implemented.js,9,6,5,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\map\shim.js,22,18,14,3,4,1,0,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\slice\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\slice\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\slice\is-implemented.js,8,5,5,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\slice\shim.js,37,34,25,9,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\splice\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\splice\index.js,5,3,2,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\splice\is-implemented.js,8,5,5,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\splice\shim.js,18,14,11,2,3,1,1,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\values\implement.js,9,7,4,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\values\index.js,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\es5-ext\array\#\values\is-implemented.js,15,13,13,7,2,0,0,0,0,0
