Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-is-inside,1,29,21,14,5,6,0,2,25,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-is-inside\lib,1,29,21,14,5,6,0,2,25,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-parse,4,174,136,121,9,29,4,9,125,0,52
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-to-regexp,1,130,80,53,14,23,2,27,143,3,5
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\path-type,1,27,21,19,5,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\pify,1,69,52,49,13,17,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\pinkie,1,293,229,169,42,56,0,8,22,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\pinkie-promise,1,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\pkg-dir,1,15,12,14,3,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\pluralize,1,434,278,94,35,35,4,121,432,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\prelude-ls,6,1305,1299,1028,286,0,0,6,24,6,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\prelude-ls\lib,6,1305,1299,1028,286,0,0,6,24,6,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\process-nextick-args,1,45,41,27,9,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\progress,2,183,79,67,11,29,0,75,370,8,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\progress\lib,1,181,78,66,11,28,0,75,370,8,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\proxy-addr,1,328,169,39,47,67,0,92,250,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\qs,10,2461,2036,2053,238,403,24,22,210,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\qs\dist,1,627,506,380,110,110,12,11,105,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\qs\lib,5,620,499,351,110,110,12,11,105,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\qs\test,4,1214,1031,1322,18,183,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\range-parser,1,159,74,19,17,32,0,53,153,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\raw-body,1,287,163,42,30,51,0,73,236,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\read-pkg,1,48,37,32,9,11,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\read-pkg-up,2,76,58,58,13,17,0,1,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\read-pkg-up\node_modules,1,49,37,38,6,11,0,1,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\read-pkg-up\node_modules\find-up,1,49,37,38,6,11,0,1,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\readable-stream,17,2281,1405,1183,290,371,2,505,3940,151,1288
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\readable-stream\lib,9,2234,1367,1154,288,362,2,505,3940,151,1288
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\readable-stream\lib\internal,4,157,122,109,24,29,0,6,49,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\readable-stream\lib\internal\streams,4,157,122,109,24,29,0,6,49,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\readline2,1,127,84,76,12,20,3,23,152,4,28
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\rechoir,4,104,94,75,24,10,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\rechoir\lib,3,44,37,31,10,7,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\require-uncached,1,30,20,16,5,7,0,3,12,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve,48,1819,1491,1352,169,320,9,8,83,1,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve-from,1,20,15,11,2,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\example,2,10,8,10,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\lib,5,407,346,292,96,57,2,4,29,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test,40,1393,1130,1042,72,259,7,4,54,1,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\dotdot,2,5,3,3,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\dotdot\abc,1,3,2,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir,3,6,3,6,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir\xmodules,1,2,1,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir\xmodules\aaa,1,2,1,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir\ymodules,1,2,1,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir\ymodules\aaa,1,2,1,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir\zmodules,1,2,1,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\module_dir\zmodules\bbb,1,2,1,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path,4,8,4,4,0,4,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path\x,2,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path\x\aaa,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path\x\ccc,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path\y,2,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path\y\bbb,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\node_path\y\ccc,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\pathfilter,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\pathfilter\deep_ref,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\precedence,5,10,5,5,0,5,1,0,2,0,2
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\precedence\aaa,2,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\precedence\bbb,1,2,1,1,0,1,1,0,2,0,2
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver,9,23,12,12,0,10,0,1,14,1,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\baz,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\dot_main,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\dot_slash_main,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\incorrect_main,1,3,1,1,0,1,0,1,14,1,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\other_path,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\other_path\lib,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\quux,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\quux\foo,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\same_names,2,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\same_names\foo,1,2,1,1,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\symlinked,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\symlinked\_,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\symlinked\_\node_modules,0,0,0,0,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\resolve\test\resolver\without_basedir,1,6,4,4,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\restore-cursor,1,10,8,8,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\rimraf,2,416,328,60,79,55,0,33,291,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\run-async,2,78,58,56,4,13,0,7,39,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\rx-lite,2,6372,4511,4901,863,790,1,1071,9478,2,36
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\safe-buffer,2,165,139,41,14,21,1,5,24,2,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\semver,1,1325,978,698,247,204,17,143,1058,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\send,1,1131,587,115,143,196,3,348,999,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\serve-static,1,211,113,22,24,39,1,59,171,7,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\setprototypeof,1,16,13,10,4,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\shelljs,34,3609,2220,1696,381,469,72,920,5248,11,38
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\shelljs\src,29,3336,2121,1639,373,432,67,783,4709,2,9
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\slice-ansi,1,81,69,35,8,12,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\spdx-correct,1,327,269,56,64,15,0,43,185,15,84
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\spdx-expression-parse,3,280,224,63,58,43,0,13,86,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\sprintf-js,6,356,313,99,46,30,5,13,51,2,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\sprintf-js\dist,2,8,2,27,0,2,0,4,22,2,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\sprintf-js\src,2,228,207,53,46,15,4,6,24,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\sprintf-js\test,1,83,72,10,0,8,1,3,5,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\statuses,1,114,53,9,10,22,0,39,148,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\string-width,1,38,26,21,7,9,0,3,5,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\string_decoder,1,272,218,165,71,21,1,33,346,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\string_decoder\lib,1,272,218,165,71,21,1,33,346,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\strip-ansi,1,7,5,5,1,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\strip-bom,1,15,10,8,4,3,0,2,14,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\strip-json-comments,1,71,56,49,8,10,3,5,28,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\supports-color,1,51,40,27,18,11,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table,56,4797,3798,2661,363,579,3,420,1414,8,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\dist,24,2969,2244,1530,344,381,0,344,1190,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\node_modules,4,100,64,37,13,18,3,18,85,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\node_modules\ansi-regex,1,11,8,7,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\node_modules\is-fullwidth-code-point,1,47,29,8,5,3,3,15,78,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\node_modules\string-width,1,37,24,19,7,10,0,3,7,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\node_modules\strip-ansi,1,5,3,3,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\test,28,1728,1490,1094,6,180,0,58,139,8,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\test\README,12,571,456,202,4,79,0,36,85,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\table\test\README\usage,12,571,456,202,4,79,0,36,85,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\text-table,12,266,239,133,25,27,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\text-table\example,5,47,42,19,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\text-table\test,6,132,120,51,0,12,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\through,6,421,306,59,28,88,2,27,172,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\through\test,5,312,229,44,8,70,1,13,70,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\type-check,3,341,335,244,84,3,0,3,12,3,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\type-check\lib,3,341,335,244,84,3,0,3,12,3,12
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\type-is,1,263,96,23,37,38,3,129,462,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\typedarray,4,667,480,398,89,116,1,71,327,0,1
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\typedarray\example,1,5,4,4,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\typedarray\test,2,31,26,27,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\typedarray\test\server,1,20,17,18,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\underscore,2,1555,1072,1158,318,178,0,305,2600,8,44
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\unpipe,1,70,32,9,11,16,0,22,56,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\user-home,1,3,2,2,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\util-deprecate,2,75,32,25,10,12,0,31,156,6,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\utils-merge,1,24,8,6,3,2,0,14,54,14,54
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\validate-npm-package-license,1,85,77,37,12,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\vary,1,150,73,16,23,26,2,51,185,5,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\wordwrap,5,159,131,102,13,28,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\wordwrap\example,2,15,12,4,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\wordwrap\test,2,67,54,49,0,13,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\wrappy,1,34,24,6,6,5,0,5,42,5,42
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\write,1,94,34,30,6,9,0,51,197,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\xtend,3,122,90,45,8,32,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\public,8,15311,11512,9049,1583,1763,209,2036,11144,3,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\public\css,1,213,184,139,0,29,4,0,4,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\public\js,7,15098,11328,8910,1583,1734,205,2036,11140,3,14
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\public\js\components,6,14901,11183,8800,1576,1711,200,2007,11017,2,11
